Time (s),TMP117 Temp (C),SHTC3 Temp (C),SHTC Humidity (%),Micro Pressure (psi),BME280 Temp (C),BME280 Press. (Pa),BME280 Humidity (%),BME280 Altitude (m),CCS811 tVOC (ppb),CCS811 CO2 (ppm)
4.208086729049683,0,0,0,14.331054796639371,0,0,0,0,0,400
4.208086729049683,0,0,0,14.331054796639371,0,0,0,0,0,400
4.208086729049683,0,0,0,14.331054796639371,0,0,0,0,0,400
4.361196994781494,0,0,0,14.331054796639371,0,0,0,0,0,400
4.361196994781494,0,0,0,14.331054796639371,0,0,0,0,0,400
4.361196994781494,0,0,0,14.331054796639371,0,0,0,0,0,400
4.513627529144287,0,0,0,14.331054796639371,0,0,0,0,0,400
4.513627529144287,0,0,0,14.331054796639371,0,0,0,0,0,400
4.513627529144287,0,0,0,14.331054796639371,0,0,0,0,0,400
4.666168212890625,0,0,0,14.331054796639371,0,0,0,0,0,400
4.666168212890625,0,0,0,14.331054796639371,0,0,0,0,0,400
4.666168212890625,0,0,0,14.331054796639371,0,0,0,0,0,400
4.81842303276062,0,0,0,14.331054796639371,0,0,0,0,0,400
4.81842303276062,0,0,0,14.331054796639371,0,0,0,0,0,400
4.81842303276062,0,0,0,14.331054796639371,0,0,0,0,0,400
4.970717906951904,0,0,0,14.331054796639371,0,0,0,0,0,400
4.970717906951904,0,0,0,14.331054796639371,0,0,0,0,0,400
4.970717906951904,0,0,0,14.331054796639371,0,0,0,0,0,400
5.122943878173828,0,0,0,14.331054796639371,0,0,0,0,0,400
5.122943878173828,0,0,0,14.331054796639371,0,0,0,0,0,400
5.122943878173828,0,0,0,14.331054796639371,0,0,0,0,0,400
5.2752485275268555,0,0,0,14.331054796639371,0,0,0,0,0,400
5.2752485275268555,0,0,0,14.331054796639371,0,0,0,0,0,400
5.2752485275268555,0,0,0,14.331054796639371,0,0,0,0,0,400
5.427447557449341,0,0,0,14.331054796639371,0,0,0,0,0,400
5.427447557449341,0,0,0,14.331054796639371,0,0,0,0,0,400
5.427447557449341,0,0,0,14.331054796639371,0,0,0,0,0,400
5.579895734786987,0,0,0,14.331054796639371,0,0,0,0,0,400
5.579895734786987,0,0,0,14.331054796639371,0,0,0,0,0,400
5.579895734786987,0,0,0,14.331054796639371,0,0,0,0,0,400
5.732158899307251,0,0,0,14.331054796639371,0,0,0,0,0,400
5.732158899307251,0,0,0,14.331054796639371,0,0,0,0,0,400
5.732158899307251,0,0,0,14.331054796639371,0,0,0,0,0,400
5.8846046924591064,0,0,0,14.331054796639371,0,0,0,0,0,400
5.8846046924591064,0,0,0,14.331054796639371,0,0,0,0,0,400
5.8846046924591064,0,0,0,14.331054796639371,0,0,0,0,0,400
6.036744832992554,0,0,0,14.331054796639371,0,0,0,0,0,400
6.036744832992554,0,0,0,14.331054796639371,0,0,0,0,0,400
6.036744832992554,0,0,0,14.331054796639371,0,0,0,0,0,400
6.189122438430786,0,0,0,14.331054796639371,0,0,0,0,0,400
6.189122438430786,0,0,0,14.331054796639371,0,0,0,0,0,400
6.189122438430786,0,0,0,14.331054796639371,0,0,0,0,0,400
6.341427803039551,0,0,0,14.331054796639371,0,0,0,0,0,400
6.341427803039551,0,0,0,14.331054796639371,0,0,0,0,0,400
6.341427803039551,0,0,0,14.331054796639371,0,0,0,0,0,400
6.493826866149902,0,0,0,14.331054796639371,0,0,0,0,0,400
6.493826866149902,0,0,0,14.331054796639371,0,0,0,0,0,400
6.493826866149902,0,0,0,14.331054796639371,0,0,0,0,0,400
6.646606922149658,0,0,0,14.331054796639371,0,0,0,0,0,400
6.646606922149658,0,0,0,14.331054796639371,0,0,0,0,0,400
6.646606922149658,0,0,0,14.331054796639371,0,0,0,0,0,400
6.798997640609741,0,0,0,14.331054796639371,0,0,0,0,0,400
6.798997640609741,0,0,0,14.331054796639371,0,0,0,0,0,400
6.798997640609741,0,0,0,14.331054796639371,0,0,0,0,0,400
6.951162576675415,0,0,0,14.331054796639371,0,0,0,0,0,400
6.951162576675415,0,0,0,14.331054796639371,0,0,0,0,0,400
6.951162576675415,0,0,0,14.331054796639371,0,0,0,0,0,400
7.103269338607788,0,0,0,14.331054796639371,0,0,0,0,0,400
7.103269338607788,0,0,0,14.331054796639371,0,0,0,0,0,400
7.103269338607788,0,0,0,14.331054796639371,0,0,0,0,0,400
7.2559654712677,0,0,0,14.331054796639371,0,0,0,0,0,400
7.2559654712677,0,0,0,14.331054796639371,0,0,0,0,0,400
7.2559654712677,0,0,0,14.331054796639371,0,0,0,0,0,400
7.408096551895142,0,0,0,14.331054796639371,0,0,0,0,0,400
7.408096551895142,0,0,0,14.331054796639371,0,0,0,0,0,400
7.408096551895142,0,0,0,14.331054796639371,0,0,0,0,0,400
7.560227870941162,0,0,0,14.331054796639371,0,0,0,0,0,400
7.560227870941162,0,0,0,14.331054796639371,0,0,0,0,0,400
7.560227870941162,0,0,0,14.331054796639371,0,0,0,0,0,400
7.712379693984985,0,0,0,14.331054796639371,0,0,0,0,0,400
7.712379693984985,0,0,0,14.331054796639371,0,0,0,0,0,400
7.712379693984985,0,0,0,14.331054796639371,0,0,0,0,0,400
7.864706993103027,0,0,0,14.331054796639371,0,0,0,0,0,400
7.864706993103027,0,0,0,14.331054796639371,0,0,0,0,0,400
7.864706993103027,0,0,0,14.331054796639371,0,0,0,0,0,400
8.016910076141357,0,0,0,14.331054796639371,0,0,0,0,0,400
8.016910076141357,0,0,0,14.331054796639371,0,0,0,0,0,400
8.016910076141357,0,0,0,14.331054796639371,0,0,0,0,0,400
8.169017553329468,0,0,0,14.331054796639371,0,0,0,0,0,400
8.169017553329468,0,0,0,14.331054796639371,0,0,0,0,0,400
8.169017553329468,0,0,0,14.331054796639371,0,0,0,0,0,400
8.321227073669434,0,0,0,14.331054796639371,0,0,0,0,0,400
8.321227073669434,0,0,0,14.331054796639371,0,0,0,0,0,400
8.321227073669434,0,0,0,14.331054796639371,0,0,0,0,0,400
8.473390102386475,0,0,0,14.331054796639371,0,0,0,0,0,400
8.473390102386475,0,0,0,14.331054796639371,0,0,0,0,0,400
8.473390102386475,0,0,0,14.331054796639371,0,0,0,0,0,400
8.625673294067383,0,0,0,14.331054796639371,0,0,0,0,0,400
8.625673294067383,0,0,0,14.331054796639371,0,0,0,0,0,400
8.625673294067383,0,0,0,14.331054796639371,0,0,0,0,0,400
8.777894973754883,0,0,0,14.331054796639371,0,0,0,0,0,400
8.777894973754883,0,0,0,14.331054796639371,0,0,0,0,0,400
8.777894973754883,0,0,0,14.331054796639371,0,0,0,0,0,400
8.930085182189941,0,0,0,14.331054796639371,0,0,0,0,0,400
8.930085182189941,0,0,0,14.331054796639371,0,0,0,0,0,400
8.930085182189941,0,0,0,14.331054796639371,0,0,0,0,0,400
9.082276105880737,0,0,0,14.331054796639371,0,0,0,0,0,400
9.082276105880737,0,0,0,14.331054796639371,0,0,0,0,0,400
9.235029697418213,0,0,0,14.331054796639371,0,0,0,0,0,400
9.235029697418213,0,0,0,14.331054796639371,0,0,0,0,0,400
9.235029697418213,0,0,0,14.331054796639371,0,0,0,0,0,400
9.38739538192749,0,0,0,14.331054796639371,0,0,0,0,0,400
9.38739538192749,0,0,0,14.331054796639371,0,0,0,0,0,400
9.38739538192749,0,0,0,14.331054796639371,0,0,0,0,0,400
9.539653062820435,0,0,0,14.331054796639371,0,0,0,0,0,400
9.539653062820435,0,0,0,14.331054796639371,0,0,0,0,0,400
9.539653062820435,0,0,0,14.331054796639371,0,0,0,0,0,400
9.69193696975708,0,0,0,14.331054796639371,0,0,0,0,0,400
9.69193696975708,0,0,0,14.331054796639371,0,0,0,0,0,400
9.69193696975708,0,0,0,14.331054796639371,0,0,0,0,0,400
9.845046997070312,0,0,0,14.331054796639371,0,0,0,0,0,400
9.845046997070312,0,0,0,14.331054796639371,0,0,0,0,0,400
9.845046997070312,0,0,0,14.331054796639371,0,0,0,0,0,400
9.997611284255981,0,0,0,14.331054796639371,0,0,0,0,0,400
9.997611284255981,0,0,0,14.331054796639371,0,0,0,0,0,400
9.997611284255981,0,0,0,14.331054796639371,0,0,0,0,0,400
10.149879693984985,0,0,0,14.331054796639371,0,0,0,0,0,400
10.149879693984985,0,0,0,14.331054796639371,0,0,0,0,0,400
10.149879693984985,0,0,0,14.331054796639371,0,0,0,0,0,400
10.302143096923828,0,0,0,14.331054796639371,0,0,0,0,0,400
10.302143096923828,0,0,0,14.331054796639371,0,0,0,0,0,400
10.302143096923828,0,0,0,14.331054796639371,0,0,0,0,0,400
10.455393552780151,0,0,0,14.331054796639371,0,0,0,0,0,400
10.455393552780151,0,0,0,14.331054796639371,0,0,0,0,0,400
10.455393552780151,0,0,0,14.331054796639371,0,0,0,0,0,400
10.607686519622803,0,0,0,14.331054796639371,0,0,0,0,0,400
10.607686519622803,0,0,0,14.331054796639371,0,0,0,0,0,400
10.607686519622803,0,0,0,14.331054796639371,0,0,0,0,0,400
10.760115385055542,0,0,0,14.331054796639371,0,0,0,0,0,400
10.760115385055542,0,0,0,14.331054796639371,0,0,0,0,0,400
10.760115385055542,0,0,0,14.331054796639371,0,0,0,0,0,400
10.912672281265259,0,0,0,14.331054796639371,0,0,0,0,0,400
10.912672281265259,0,0,0,14.331054796639371,0,0,0,0,0,400
10.912672281265259,0,0,0,14.331054796639371,0,0,0,0,0,400
11.065058946609497,0,0,0,14.331054796639371,0,0,0,0,0,400
11.065058946609497,0,0,0,14.331054796639371,0,0,0,0,0,400
11.065058946609497,0,0,0,14.331054796639371,0,0,0,0,0,400
11.217642545700073,0,0,0,14.331054796639371,0,0,0,0,0,400
11.217642545700073,0,0,0,14.331054796639371,0,0,0,0,0,400
11.217642545700073,0,0,0,14.331054796639371,0,0,0,0,0,400
11.369759321212769,0,0,0,14.331054796639371,0,0,0,0,0,400
11.369759321212769,0,0,0,14.331054796639371,0,0,0,0,0,400
11.369759321212769,0,0,0,14.331054796639371,0,0,0,0,0,400
11.52199125289917,0,0,0,14.331054796639371,0,0,0,0,0,400
11.52199125289917,0,0,0,14.331054796639371,0,0,0,0,0,400
11.52199125289917,0,0,0,14.331054796639371,0,0,0,0,0,400
11.674272775650024,0,0,0,14.331054796639371,0,0,0,0,0,400
11.674272775650024,0,0,0,14.331054796639371,0,0,0,0,0,400
11.674272775650024,0,0,0,14.331054796639371,0,0,0,0,0,400
11.826463222503662,0,0,0,14.331054796639371,0,0,0,0,0,400
11.826463222503662,0,0,0,14.331054796639371,0,0,0,0,0,400
11.826463222503662,0,0,0,14.331054796639371,0,0,0,0,0,400
11.978678703308105,0,0,0,14.331054796639371,0,0,0,0,0,400
11.978678703308105,0,0,0,14.331054796639371,0,0,0,0,0,400
11.978678703308105,0,0,0,14.331054796639371,0,0,0,0,0,400
12.132731914520264,0,0,0,14.331054796639371,0,0,0,0,0,400
12.132731914520264,0,0,0,14.331054796639371,0,0,0,0,0,400
12.132731914520264,0,0,0,14.331054796639371,0,0,0,0,0,400
12.286396265029907,0,0,0,14.331054796639371,0,0,0,0,0,400
12.286396265029907,0,0,0,14.331054796639371,0,0,0,0,0,400
12.286396265029907,0,0,0,14.331054796639371,0,0,0,0,0,400
12.438568592071533,0,0,0,14.331054796639371,0,0,0,0,0,400
12.438568592071533,0,0,0,14.331054796639371,0,0,0,0,0,400
12.438568592071533,0,0,0,14.331054796639371,0,0,0,0,0,400
12.594515085220337,0,0,0,14.331054796639371,0,0,0,0,0,400
12.594515085220337,0,0,0,14.331054796639371,0,0,0,0,0,400
12.594515085220337,0,0,0,14.331054796639371,0,0,0,0,0,400
12.749585151672363,0,0,0,14.331054796639371,0,0,0,0,0,400
12.749585151672363,0,0,0,14.331054796639371,0,0,0,0,0,400
12.749585151672363,0,0,0,14.331054796639371,0,0,0,0,0,400
12.905682563781738,0,0,0,14.331054796639371,0,0,0,0,0,400
12.905682563781738,0,0,0,14.331054796639371,0,0,0,0,0,400
12.905682563781738,0,0,0,14.331054796639371,0,0,0,0,0,400
13.060439348220825,0,0,0,14.331054796639371,0,0,0,0,0,400
13.060439348220825,0,0,0,14.331054796639371,0,0,0,0,0,400
13.060439348220825,0,0,0,14.331054796639371,0,0,0,0,0,400
13.215137004852295,0,0,0,14.331054796639371,0,0,0,0,0,400
13.215137004852295,0,0,0,14.331054796639371,0,0,0,0,0,400
13.215137004852295,0,0,0,14.331054796639371,0,0,0,0,0,400
13.215137004852295,0,0,0,14.331054796639371,0,0,0,0,0,400
13.370108604431152,0,0,0,14.331054796639371,0,0,0,0,0,400
13.370108604431152,0,0,0,14.331054796639371,0,0,0,0,0,400
13.370108604431152,0,0,0,14.331054796639371,0,0,0,0,0,400
13.545600652694702,0,0,0,14.331054796639371,0,0,0,0,0,400
13.545600652694702,0,0,0,14.331054796639371,0,0,0,0,0,400
13.545600652694702,0,0,0,14.331054796639371,0,0,0,0,0,400
13.712044477462769,0,0,0,14.331054796639371,0,0,0,0,0,400
13.712044477462769,0,0,0,14.331054796639371,0,0,0,0,0,400
13.712044477462769,0,0,0,14.331054796639371,0,0,0,0,0,400
13.864684820175171,0,0,0,14.331054796639371,0,0,0,0,0,400
13.864684820175171,0,0,0,14.331054796639371,0,0,0,0,0,400
13.864684820175171,0,0,0,14.331054796639371,0,0,0,0,0,400
14.017034769058228,0,0,0,14.331054796639371,0,0,0,0,0,400
14.017034769058228,0,0,0,14.331054796639371,0,0,0,0,0,400
14.017034769058228,0,0,0,14.331054796639371,0,0,0,0,0,400
14.169296503067017,0,0,0,14.331054796639371,0,0,0,0,0,400
14.169296503067017,0,0,0,14.331054796639371,0,0,0,0,0,400
14.169296503067017,0,0,0,14.331054796639371,0,0,0,0,0,400
14.32244348526001,0,0,0,14.331054796639371,0,0,0,0,0,400
14.32244348526001,0,0,0,14.331054796639371,0,0,0,0,0,400
14.32244348526001,0,0,0,14.331054796639371,0,0,0,0,0,400
14.474892854690552,0,0,0,14.331054796639371,0,0,0,0,0,400
14.474892854690552,0,0,0,14.331054796639371,0,0,0,0,0,400
14.474892854690552,0,0,0,14.331054796639371,0,0,0,0,0,400
